query_id,user_id,raw_query,query_timestamp,query_source,location_data,device_type,ip_address
37be78a3-4d58-40f2-bb0b-6a3f6e47cb9d,user_27770253,electric toothbrush oral-b,2025-07-28 09:51:31,website,"Lima, Peru",tablet,198.51.100.110
bf7a2798-53f1-437e-b6b0-0fae673d1265,user_18840184,pet supplies,2025-07-28 09:51:31,website,"Madrid, Spain",tablet,198.51.100.30
b48e954b-9bb0-467d-bb44-2fec1d326bb5,user_20170198,noise cancelling earbuds,2025-07-28 09:51:31,website,"Santiago, Chile",desktop,192.168.1.60
f38260d2-f5c8-41fa-a892-752ed8e45f13,user_13459420,gaming headset wireless,2025-07-28 09:51:31,mobile_app,"Caracas, Venezuela",mobile,10.0.0.110
75a0e7f6-9014-4252-b282-ebe09962d0ad,user_86236027,portable ssd 1tb,2025-07-28 09:51:31,website,"Panama City, Panama",desktop,203.0.113.230
4534c8e1-7e09-4690-8a68-585a3961834a,user_33337125,smart home hub alexa,2025-07-28 09:51:31,mobile_app,"San José, Costa Rica",mobile,172.16.254.100
fc38b616-d4ae-42f3-a543-4648fe28d89e,user_19809109,external graphics card enclosure,2025-07-28 09:51:31,website,"Santo Domingo, Dominican Republic",tablet,198.51.100.120
af32e13f-31f7-487b-8693-85fc6e6ae9c8,user_27452961,kitchen appliances,2025-07-28 09:51:31,website,"Amsterdam, Netherlands",desktop,192.168.1.150
e4454303-4a05-4381-a526-eee5c8a6a972,user_53338375,portable air conditioner,2025-07-28 09:51:31,website,"Quito, Ecuador",desktop,192.168.1.70
7baa38ab-3e59-4d98-adf4-29f710b79ad8,user_38409089,standing desk electric,2025-07-28 09:51:31,mobile_app,"Montevideo, Uruguay",mobile,10.0.0.120
48ac39d3-398c-4a69-8186-1cd438462ebd,user_70146720,projector screen pull down,2025-07-28 09:51:31,website,"Asunción, Paraguay",desktop,203.0.113.250
31f7521a-1a9a-4c41-94e5-3a8b51565621,user_31913412,bluetooth fm transmitter car,2025-07-28 09:51:31,mobile_app,"Havana, Cuba",mobile,172.16.254.110
314d682f-15de-4d5f-9777-404ac9c2e599,user_27855633,gaming chair ergonomic,2025-07-28 09:51:31,website,"Kingston, Jamaica",tablet,198.51.100.130
7020e249-c6e5-4098-bd6c-4a1bcbcede23,user_23606314,outdoor gear,2025-07-28 09:51:31,mobile_app,"Vancouver, Canada",mobile,10.0.0.20
f82c523d-acff-4ca8-a0bc-a09269b8e094,user_20385381,smart doorbell ring,2025-07-28 09:51:31,website,"Port-au-Prince, Haiti",desktop,192.168.1.80
a5f276cf-0201-44a6-a991-377c105a0a2c,user_33432942,robot building kit kids,2025-07-28 09:51:31,mobile_app,"Nassau, Bahamas",mobile,10.0.0.130
7cc79bd2-53b0-496e-a05e-527ed77d6cc6,user_15207805,portable monitor usb-c,2025-07-28 09:51:31,website,"Bridgetown, Barbados",desktop,203.0.113.270
378fd371-335d-494a-831e-7e427edce7d9,user_16862418,drone dji mini 2,2025-07-28 09:51:31,mobile_app,"Saint John's, Antigua and Barbuda",mobile,172.16.254.120
82ec57c4-efd2-4df9-add4-938312a7415a,user_17384948,electric bike mountain,2025-07-28 09:51:31,website,"Castries, Saint Lucia",tablet,198.51.100.140
2a23c6ec-caa8-4cfa-81e8-75292a098bfd,user_26641113,home cleaning appliances,2025-07-28 09:51:31,website,"Dublin, Ireland",desktop,203.0.113.70
f5da89b9-60e7-4e2c-8ae8-cabc173e2755,user_26072716,virtual assistant smart speaker,2025-07-28 09:51:31,website,"Basseterre, Saint Kitts and Nevis",desktop,192.168.1.90
c907a374-c976-40d2-9fdc-cfc1edfa1401,user_15550975,smart scale body fat,2025-07-28 09:51:31,mobile_app,"Roseau, Dominica",mobile,10.0.0.140
8e35e835-03d7-4c49-a073-5fbac617627b,user_33399392,robot vacuum with mop,2025-07-28 09:51:31,website,"Saint George's, Grenada",desktop,203.0.113.290
c9cd16b9-55d6-4864-a317-9d4b20642d48,user_33645666,portable solar panel charger,2025-07-28 09:51:31,mobile_app,"Port of Spain, Trinidad and Tobago",mobile,172.16.254.130
4b88ca9d-493e-4fb6-9dd7-db0e39434e96,user_20951681,electric bike folding,2025-07-28 09:51:31,website,"Belmopan, Belize",tablet,198.51.100.150
54a89fcf-f16e-45c7-82a4-2df1288ad2e3,user_54838975,beauty products,2025-07-28 09:51:31,mobile_app,"Singapore, Singapore",mobile,172.16.254.20
2483de1a-045a-4d75-98a2-5896c4da2f23,user_94124315,smart water bottle,2025-07-28 09:51:31,website,"Georgetown, Guyana",desktop,192.168.1.110
6582aa7d-95a7-4b48-affc-8581bbec9a11,user_16809458,portable espresso maker,2025-07-28 09:51:31,mobile_app,"Paramaribo, Suriname",mobile,10.0.0.150
53f283f3-2939-46e1-8e02-84a917f11ad7,user_28692852,smart garden system,2025-07-28 09:51:31,website,"Cayenne, French Guiana",desktop,203.0.113.310
4ba34bb4-f336-4032-9793-ea53981f1c38,user_27879677,electric standing desk converter,2025-07-28 09:51:31,mobile_app,"Brasília, Brazil",mobile,172.16.254.140
d5001590-59be-46cc-9db2-424efe9b52aa,user_42765089,portable washing machine,2025-07-28 09:51:31,website,"Canberra, Australia",tablet,198.51.100.160
c9622b1b-00a9-4ca2-afda-9f089cfb6db8,user_28544671,camping gear,2025-07-28 09:51:31,website,"Stockholm, Sweden",desktop,198.51.100.40
99feaba1-227f-4c05-977a-ce7739fc8563,user_16178283,smart pet feeder camera,2025-07-28 09:51:31,website,"Wellington, New Zealand",desktop,192.168.1.120
bd8eb473-5d60-4e9c-924e-63813c82aa45,user_98782950,automatic curtain opener,2025-07-28 09:51:31,mobile_app,"Suva, Fiji",mobile,10.0.0.160
5b782ea2-e572-42b8-95ba-8770b4c72e26,user_21201330,smart trash can automatic,2025-07-28 09:51:31,website,"Port Moresby, Papua New Guinea",desktop,203.0.113.330
ce24083f-2334-411b-9ea7-5d58ad22caa1,user_18749785,uv light toothbrush sanitizer,2025-07-28 09:51:31,mobile_app,"Honolulu, USA",mobile,172.16.254.150
5802d9b1-c700-4399-b608-4a06e7f8f124,user_13451161,portable camping shower,2025-07-28 09:51:31,website,"Anchorage, USA",tablet,198.51.100.170
e3a83a02-3fb5-4cf7-8eab-ae27c9ca8198,user_45084475,gardening tools,2025-07-28 09:51:31,website,"Oslo, Norway",desktop,192.168.1.200
15bc31cb-2ba4-47f8-a583-9833980c6fb1,user_74772943,electric car charger home,2025-07-28 09:51:31,website,"Reykjavik, Iceland",desktop,192.168.1.130
e5b72071-5851-4bf1-8ef2-555619800691,user_19646265,smart luggage gps tracking,2025-07-28 09:51:31,mobile_app,"Greenland, Denmark",mobile,10.0.0.170
86d1a671-684d-4765-b9a0-f99dac5bf0c2,user_16931514,portable air purifier car,2025-07-28 09:51:31,website,"Nuuk, Greenland",desktop,203.0.113.350
23fe3ff2-9184-40e5-93f9-d5ced5aea2b2,user_32561944,electric wine opener set,2025-07-28 09:51:31,mobile_app,"Faroe Islands, Denmark",mobile,172.16.254.160
bee6280e-ee0e-4559-b6c8-fee1fa3b6b58,user_69142638,red t-shirt for men,2025-07-28 09:52:28,website,"New York, USA",desktop,192.168.1.1
51a6f1d1-192b-4637-85bc-cb9174af30fa,user_10459767,women's running shoes size 7,2025-07-28 09:52:28,mobile_app,"Los Angeles, USA",smartphone,10.0.0.5
645511d7-26e2-4973-bb47-8eb8b5947fc0,user_22599523,laptop backpack 15 inch,2025-07-28 09:52:28,website,"Berlin, Germany",desktop,192.168.1.2
59b0ea60-cb43-428d-8918-00b68bf84154,user_29936527,men's denim jacket,2025-07-28 09:52:28,website,"New York, USA",desktop,192.168.1.1
01f8a1d5-2189-478c-94f8-277d53bf8592,user_14786996,water bottle insulated,2025-07-28 09:52:28,mobile_app,"Los Angeles, USA",smartphone,10.0.0.5
84389d54-2c32-4e8b-91b2-08ac98c0188a,user_29801102,over-ear headphones,2025-07-28 09:52:28,website,"London, UK",tablet,172.16.0.10
d82a77f7-9ee7-4bc9-9e47-dbda556a0b0b,user_26287224,dog food grain-free,2025-07-28 09:52:28,website,"Mexico City, Mexico",desktop,192.168.1.7
b5c54d1c-1935-4abf-b62b-a291e2bf461d,user_69374478,travel pillow memory foam,2025-07-28 09:52:28,website,"Berlin, Germany",desktop,192.168.1.2
461e9e96-99d8-4068-8a4a-c9ece73678db,user_33633069,external hard drive 1tb,2025-07-28 09:52:28,mobile_app,"Shanghai, China",smartphone,10.0.0.9
f7d165d6-4dc8-40ba-b4fe-4d04334cbf36,user_20752326,resistance bands set,2025-07-28 09:52:28,mobile_app,"Sydney, Australia",smartphone,10.0.0.6
3675461b-caed-4e31-a0b5-13d5051b6f8b,user_17141656,cat scratching post,2025-07-28 09:52:28,mobile_app,"Cairo, Egypt",smartphone,10.0.0.10
0b77c078-fe3d-4fdf-8765-c222058b5d46,user_27687628,espresso machine,2025-07-28 09:52:28,website,"Paris, France",desktop,192.168.1.3
dd770e18-355c-45cb-9aaf-56177af85596,user_16429731,fitness tracker waterproof,2025-07-28 09:52:28,website,"Tokyo, Japan",desktop,192.168.1.4
a6bbd441-c69e-4e68-bc07-439957018e1f,user_33041030,mechanical keyboard brown switches,2025-07-28 09:52:28,website,"Seoul, South Korea",desktop,192.168.1.5
61ba6f37-4bdf-4369-93c1-108d46c420ba,user_23856090,webcam 1080p,2025-07-28 09:52:28,website,"Stockholm, Sweden",desktop,192.168.1.11
1a1eae32-d8fb-4b9c-a6dd-7003b61559dd,user_19523009,baby monitor with camera,2025-07-28 09:52:28,mobile_app,"Toronto, Canada",smartphone,10.0.0.7
3e7da965-9b43-485d-b3ef-056b0b4dbd8c,user_12677976,beard trimmer waterproof,2025-07-28 09:52:28,website,"Rome, Italy",desktop,192.168.1.6
a0bb3dc7-9d21-4321-b391-a525d33bed24,user_13641448,blender high power,2025-07-28 09:52:28,mobile_app,"Madrid, Spain",smartphone,10.0.0.8
c2665ba7-78a6-421a-939f-953a73ed7621,user_32849321,cat litter box self cleaning,2025-07-28 09:52:28,website,"Mexico City, Mexico",desktop,192.168.1.7
2890be88-bfe6-42e3-bbbe-2171abd0f5b0,user_23407700,portable speaker bluetooth,2025-07-28 09:52:28,mobile_app,"Lisbon, Portugal",tablet,172.16.0.11
cd7afff8-f5dc-4992-80c5-443b57e0bfdc,user_55546584,ssd external 500gb,2025-07-28 09:52:28,mobile_app,"Shanghai, China",smartphone,10.0.0.9
b0453f8d-e267-4681-99be-2568adc0f6fa,user_34741514,massage gun deep tissue,2025-07-28 09:52:28,website,"Vienna, Austria",desktop,192.168.1.14
a271c1ad-7f7d-4357-bf57-b15e7e747359,user_21799848,ergonomic chair office,2025-07-28 09:52:28,website,"Amsterdam, Netherlands",desktop,192.168.1.8
0a2511fe-b694-4c49-891a-754389041f97,user_14863774,instant pot multi-cooker,2025-07-28 09:52:28,mobile_app,"Brussels, Belgium",smartphone,10.0.0.13
79f65b2e-3d90-456f-9525-c6513cf70060,user_23499207,sleeping bag lightweight,2025-07-28 09:52:28,website,"Rio de Janeiro, Brazil",desktop,192.168.1.9
01ad5232-2ca8-4766-bc51-6a08d1e18de8,user_62699036,smart home hub zigbee,2025-07-28 09:52:28,website,"Warsaw, Poland",desktop,192.168.1.15
37991286-ebd3-4965-a43d-7b28c760fddb,user_25877711,fish tank filter,2025-07-28 09:52:28,mobile_app,"Cairo, Egypt",smartphone,10.0.0.10
46164554-143b-4233-939a-a328ce635f5e,user_32169843,humidifier cool mist,2025-07-28 09:52:28,website,"Singapore, Singapore",desktop,192.168.1.10
7716cb70-9716-4773-b771-b1853fa93359,user_32830609,dash cam front and rear,2025-07-28 09:52:28,mobile_app,"Budapest, Hungary",smartphone,10.0.0.14
c3ad7384-b2ae-4ca5-aefe-bb5830974625,user_16359302,electric bike commuter,2025-07-28 09:52:28,website,"Athens, Greece",desktop,192.168.1.17
d96ea646-2b92-48a3-b8a9-49c9d6279fe0,user_25735119,usb microphone condenser,2025-07-28 09:52:28,website,"Stockholm, Sweden",desktop,192.168.1.11
17b94cdb-cf44-4eaa-82c7-d6c7e2f3aaba,user_13687335,home security camera outdoor,2025-07-28 09:52:28,mobile_app,"Copenhagen, Denmark",smartphone,10.0.0.15
074641e4-94bf-4f61-9468-858b5d2c40fd,user_31890462,pressure washer electric,2025-07-28 09:52:28,website,"Oslo, Norway",desktop,192.168.1.12
5eaa5287-33a2-44e2-a4fe-6a2f261b8be7,user_33764913,quadcopter with gps,2025-07-28 09:52:28,mobile_app,"Helsinki, Finland",smartphone,10.0.0.12
63f47282-3341-4375-9ab7-d8dfc40a07eb,user_10314648,camping stove portable,2025-07-28 09:52:28,website,"Dublin, Ireland",desktop,192.168.1.13
b70f34d1-b020-41e0-b657-f91edd9c25cf,user_29016055,portable bluetooth speaker jbl,2025-07-28 09:52:28,mobile_app,"Buenos Aires, Argentina",tablet,172.16.0.12
9bad2bd8-a4e6-4f6e-9cf8-e113f474ce6a,user_11317645,electric kettle fast boil,2025-07-28 09:52:28,website,"Cape Town, South Africa",desktop,192.168.1.20
1dbd27ce-3245-429f-8946-3b5a0b3acbf8,user_80549768,percussion massager,2025-07-28 09:52:28,website,"Vienna, Austria",desktop,192.168.1.14
52605ff5-d36d-457b-bf2c-92ed0b047522,user_12843837,smart light bulbs philips hue,2025-07-28 09:52:28,mobile_app,"Dubai, UAE",smartphone,10.0.0.16
a6c0d1a7-ab25-4819-b0ce-b6a4891fa717,user_85342775,slow cooker programmable,2025-07-28 09:52:28,mobile_app,"Brussels, Belgium",smartphone,10.0.0.13
eda6554c-86df-4c9d-bec0-00239a426c51,user_11950232,security system wireless,2025-07-28 09:52:28,website,"Warsaw, Poland",desktop,192.168.1.15
72f42334-4327-4730-af6e-33ed8d181a1e,user_15141755,espresso grinder burr,2025-07-28 09:52:28,mobile_app,"Bogota, Colombia",smartphone,10.0.0.17
0d9dc225-30b1-4fb3-a97c-971e1b62ffd1,user_33077588,mini projector hdmi,2025-07-28 09:52:28,website,"Prague, Czech Republic",desktop,192.168.1.16
743f39fe-203e-4b60-9b47-3a2f3afe6ad5,user_32080795,backpack with laptop compartment,2025-07-28 09:52:28,website,"Lima, Peru",desktop,192.168.1.22
77aa6ac9-dd27-46b2-b8b5-567edd1d403b,user_28634461,car jump starter portable,2025-07-28 09:52:28,mobile_app,"Budapest, Hungary",smartphone,10.0.0.14
f5b712d3-0073-4d33-b2c0-44c0ddf72f04,user_18746494,wireless charging pad iphone,2025-07-28 09:52:28,website,"Santiago, Chile",desktop,192.168.1.23
515e4b8a-baa3-4b18-ad81-61507f43e3af,user_20800863,foldable electric bike,2025-07-28 09:52:28,website,"Athens, Greece",desktop,192.168.1.17
b0c1b9cc-eeb9-4b01-b219-4d4ed4798bd0,user_51209248,digital picture frame wifi,2025-07-28 09:52:28,mobile_app,"Bogota, Colombia",smartphone,10.0.0.18
c196e829-43e5-4298-b32d-846a5668c0a3,user_22667251,robot lawn mower,2025-07-28 09:52:28,mobile_app,"Copenhagen, Denmark",smartphone,10.0.0.15
36abf094-6b28-48ba-9134-6123cfc460f6,user_13922676,magnetic car mount phone,2025-07-28 09:52:28,website,"Kuala Lumpur, Malaysia",desktop,192.168.1.24
6a9834b1-7fc3-4468-ad97-2f3aa9811dbf,user_10101815,solar power bank waterproof,2025-07-28 09:52:28,website,"Bangkok, Thailand",desktop,192.168.1.18
d6f08d44-15cd-4165-8ed5-80f410227ef9,user_11470511,apple watch series 8,2025-07-28 09:52:28,mobile_app,"Jakarta, Indonesia",smartphone,10.0.0.19
c08ff269-8dcf-4b31-922b-a02ed644fa73,user_36276043,smart door lock keyless,2025-07-28 09:52:28,website,"Zurich, Switzerland",desktop,192.168.1.19
cc128711-c477-4521-a99e-442580721757,user_22819463,electric shaver wet dry,2025-07-28 09:52:28,website,"Abu Dhabi, UAE",desktop,192.168.1.26
c4797189-3b85-4bf9-a950-ea055624adba,user_29261536,tea kettle stainless steel,2025-07-28 09:52:28,website,"Cape Town, South Africa",desktop,192.168.1.20
79754855-0d4e-45ef-97fa-6b004165d06f,user_15614985,solar panel portable,2025-07-28 09:52:28,mobile_app,"Doha, Qatar",smartphone,10.0.0.20
1ff17b0a-8976-421f-adc1-daae8387b0da,user_22631201,smart plug alexa compatible,2025-07-28 09:52:28,mobile_app,"Dubai, UAE",smartphone,10.0.0.16
9118fe0a-6719-4349-860c-41c68337ea77,user_30020484,apple ipad air,2025-07-28 09:52:28,website,"Riyadh, Saudi Arabia",tablet,172.16.0.13
ec4dbccb-77bb-430a-bebc-bfcf9328c7a3,user_12145934,home theatre system,2025-07-28 09:52:28,website,"Istanbul, Turkey",desktop,192.168.1.21
62a9535a-73a6-45f3-ae0a-33b07e57e6bd,user_22489166,fitness bike stationary,2025-07-28 09:52:28,mobile_app,"Tel Aviv, Israel",smartphone,10.0.0.21
f6c3d683-75c2-4314-8d38-f2dcfdeca9d7,user_28019445,french press coffee maker,2025-07-28 09:52:28,mobile_app,"Bogota, Colombia",smartphone,10.0.0.17
bb642f7e-d715-4a6d-aa3d-b0a9dd355c96,user_25349813,travel suitcase carry-on,2025-07-28 09:52:28,website,"Lima, Peru",desktop,192.168.1.22
6a622318-01d8-45c7-9ba2-0187a3ae7c42,user_17802606,portable fan rechargeable,2025-07-28 09:52:28,mobile_app,"Cairo, Egypt",smartphone,10.0.0.22
357ecde1-fe9e-423f-8a79-ba5a7111c4cb,user_12875968,wireless earbuds with charging case,2025-07-28 09:52:28,website,"Santiago, Chile",desktop,192.168.1.23
e715ea4d-9624-4841-a9ba-073b18b8ccea,user_79602235,smart scale body composition,2025-07-28 09:52:28,website,"Nairobi, Kenya",desktop,192.168.1.28
2fed8f23-6233-48c9-90cd-8f5748e50394,user_26093860,outdoor security camera wifi,2025-07-28 09:52:28,mobile_app,"Bogota, Colombia",smartphone,10.0.0.18
862d1a33-8023-45d9-b142-3b24854a62bd,user_22064121,phone holder for car vent,2025-07-28 09:52:28,website,"Kuala Lumpur, Malaysia",desktop,192.168.1.24
baa956ff-837c-48c2-9704-0732f7a3f4a7,user_27005536,smartwatch samsung galaxy,2025-07-28 09:52:28,mobile_app,"Jakarta, Indonesia",smartphone,10.0.0.19
c169e66f-f8ff-4b31-aec6-d20ad1880b2f,user_77956992,automatic pet feeder,2025-07-28 09:52:28,website,"Addis Ababa, Ethiopia",desktop,192.168.1.30
